"co_ibge";"uf";"cidade";"bcg";"hepatiteb";"polio";"tetravalente";"rotavirus";"mes";"ano"
"350640";"SP";"Bilac";"66";"";"60";"";"63";"12";"2017"
"350650";"SP";"Birigui";"1794";"";"1265";"";"1249";"12";"2017"
"350660";"SP";"Biritiba-Mirim";"31";"";"377";"";"380";"12";"2017"
"350670";"SP";"Boa Esperança do Sul";"15";"";"135";"";"150";"12";"2017"
"350680";"SP";"Bocaina";"65";"";"91";"";"87";"12";"2017"
"350690";"SP";"Bofete";"163";"";"136";"";"126";"12";"2017"
"350700";"SP";"Boituva";"1202";"";"767";"";"779";"12";"2017"
"350710";"SP";"Bom Jesus dos Perdões";"125";"";"294";"";"289";"12";"2017"
"350715";"SP";"Bom Sucesso de Itararé";"2";"";"58";"";"63";"12";"2017"
"350720";"SP";"Borá";"22";"";"24";"";"17";"12";"2017"
"350730";"SP";"Boracéia";"56";"";"72";"";"78";"12";"2017"
"350740";"SP";"Borborema";"66";"";"100";"";"109";"12";"2017"
"350745";"SP";"Borebi";"31";"";"42";"";"54";"12";"2017"
"350750";"SP";"Botucatu";"1485";"";"1571";"";"1597";"12";"2017"
"350760";"SP";"Bragança Paulista";"3591";"";"1950";"";"2014";"12";"2017"
"350770";"SP";"Braúna";"146";"";"107";"";"98";"12";"2017"
"350775";"SP";"Brejo Alegre";"80";"";"76";"";"59";"12";"2017"
"350780";"SP";"Brodowski";"193";"";"183";"";"213";"12";"2017"
"350790";"SP";"Brotas";"307";"";"306";"";"296";"12";"2017"
"350800";"SP";"Buri";"2";"";"291";"";"289";"12";"2017"
"350810";"SP";"Buritama";"102";"";"120";"";"122";"12";"2017"
"350820";"SP";"Buritizal";"62";"";"27";"";"40";"12";"2017"
"350830";"SP";"Cabrália Paulista";"37";"";"61";"";"60";"12";"2017"
"350840";"SP";"Cabreúva";"601";"";"642";"";"584";"12";"2017"
"350850";"SP";"Caçapava";"1062";"";"944";"";"956";"12";"2017"
"350860";"SP";"Cachoeira Paulista";"130";"";"320";"";"323";"12";"2017"
"350870";"SP";"Caconde";"220";"";"213";"";"216";"12";"2017"
"350880";"SP";"Cafelândia";"211";"";"205";"";"217";"12";"2017"
"350890";"SP";"Caiabu";"41";"";"30";"";"31";"12";"2017"
"350900";"SP";"Caieiras";"3376";"";"1195";"";"1145";"12";"2017"
"350910";"SP";"Caiuá";"30";"";"27";"";"23";"12";"2017"
"350920";"SP";"Cajamar";"383";"";"333";"";"351";"12";"2017"
"350925";"SP";"Cajati";"243";"";"427";"";"452";"12";"2017"
"350930";"SP";"Cajobi";"92";"";"98";"";"107";"12";"2017"
"350940";"SP";"Cajuru";"497";"";"262";"";"255";"12";"2017"
"350945";"SP";"Campina do Monte Alegre";"61";"";"63";"";"74";"12";"2017"
"350950";"SP";"Campinas";"15228";"";"13092";"";"13847";"12";"2017"
"350960";"SP";"Campo Limpo Paulista";"961";"";"1011";"";"976";"12";"2017"
"350970";"SP";"Campos do Jordão";"729";"";"754";"";"731";"12";"2017"
"350980";"SP";"Campos Novos Paulista";"69";"";"59";"";"57";"12";"2017"
"350990";"SP";"Cananéia";"70";"";"145";"";"178";"12";"2017"
"350995";"SP";"Canas";"4";"";"5";"";"10";"12";"2017"
"351000";"SP";"Cândido Mota";"478";"";"610";"";"587";"12";"2017"
"351010";"SP";"Cândido Rodrigues";"4";"";"17";"";"17";"12";"2017"
"351015";"SP";"Canitar";"11";"";"65";"";"68";"12";"2017"
"351020";"SP";"Capão Bonito";"922";"";"1070";"";"1170";"12";"2017"
"351030";"SP";"Capela do Alto";"4";"";"291";"";"284";"12";"2017"
"351040";"SP";"Capivari";"963";"";"949";"";"584";"12";"2017"
"351050";"SP";"Caraguatatuba";"2116";"";"2189";"";"2225";"12";"2017"
"351060";"SP";"Carapicuíba";"6033";"";"5497";"";"5572";"12";"2017"
"351070";"SP";"Cardoso";"108";"";"119";"";"127";"12";"2017"
"351080";"SP";"Casa Branca";"320";"";"331";"";"308";"12";"2017"
"351090";"SP";"Cássia dos Coqueiros";"31";"";"14";"";"22";"12";"2017"
"351100";"SP";"Castilho";"231";"";"263";"";"235";"12";"2017"
"351110";"SP";"Catanduva";"2395";"";"1181";"";"1209";"12";"2017"
"351120";"SP";"Catiguá";"27";"";"93";"";"95";"12";"2017"
"351130";"SP";"Cedral";"7";"";"80";"";"90";"12";"2017"
"351140";"SP";"Cerqueira César";"121";"";"166";"";"194";"12";"2017"
"351150";"SP";"Cerquilho";"695";"";"899";"";"931";"12";"2017"
"351160";"SP";"Cesário Lange";"63";"";"405";"";"401";"12";"2017"
"351170";"SP";"Charqueada";"97";"";"167";"";"179";"12";"2017"
"355720";"SP";"Chavantes";"204";"";"171";"";"176";"12";"2017"
"351190";"SP";"Clementina";"80";"";"92";"";"97";"12";"2017"
"351200";"SP";"Colina";"183";"";"229";"";"220";"12";"2017"
"351210";"SP";"Colômbia";"105";"";"100";"";"110";"12";"2017"
"351220";"SP";"Conchal";"261";"";"362";"";"344";"12";"2017"
"351230";"SP";"Conchas";"214";"";"230";"";"206";"12";"2017"
"351240";"SP";"Cordeirópolis";"12";"";"265";"";"253";"12";"2017"
"351250";"SP";"Coroados";"105";"";"116";"";"118";"12";"2017"
"351260";"SP";"Coronel Macedo";"46";"";"49";"";"54";"12";"2017"
"351270";"SP";"Corumbataí";"39";"";"52";"";"52";"12";"2017"
"351280";"SP";"Cosmópolis";"740";"";"637";"";"630";"12";"2017"
"351290";"SP";"Cosmorama";"11";"";"69";"";"67";"12";"2017"
"351300";"SP";"Cotia";"4000";"";"3673";"";"3577";"12";"2017"
"351310";"SP";"Cravinhos";"329";"";"315";"";"302";"12";"2017"
"351320";"SP";"Cristais Paulista";"52";"";"21";"";"34";"12";"2017"
"351330";"SP";"Cruzália";"24";"";"33";"";"35";"12";"2017"
"351340";"SP";"Cruzeiro";"980";"";"766";"";"750";"12";"2017"
"351350";"SP";"Cubatão";"432";"";"1280";"";"1332";"12";"2017"
"351360";"SP";"Cunha";"436";"";"409";"";"389";"12";"2017"
"351370";"SP";"Descalvado";"302";"";"277";"";"290";"12";"2017"
"351380";"SP";"Diadema";"4866";"";"5275";"";"5197";"12";"2017"
"351385";"SP";"Dirce Reis";"15";"";"14";"";"12";"12";"2017"
"351390";"SP";"Divinolândia";"116";"";"114";"";"101";"12";"2017"
"351400";"SP";"Dobrada";"37";"";"80";"";"92";"12";"2017"
"351410";"SP";"Dois Córregos";"349";"";"284";"";"325";"12";"2017"
"351420";"SP";"Dolcinópolis";"24";"";"21";"";"17";"12";"2017"
"351430";"SP";"Dourado";"2";"";"112";"";"89";"12";"2017"
"351440";"SP";"Dracena";"484";"";"412";"";"415";"12";"2017"
"351450";"SP";"Duartina";"33";"";"86";"";"95";"12";"2017"
"351460";"SP";"Dumont";"95";"";"100";"";"105";"12";"2017"
"351470";"SP";"Echaporã";"77";"";"92";"";"91";"12";"2017"
"351480";"SP";"Eldorado";"65";"";"126";"";"186";"12";"2017"
"351490";"SP";"Elias Fausto";"99";"";"197";"";"207";"12";"2017"
"351492";"SP";"Elisiário";"";"";"40";"";"38";"12";"2017"
"351495";"SP";"Embaúba";"1";"";"23";"";"22";"12";"2017"
"351500";"SP";"Embu das Artes";"6199";"";"6591";"";"6793";"12";"2017"
"351510";"SP";"Embu-Guaçu";"448";"";"643";"";"742";"12";"2017"
"351512";"SP";"Emilianópolis";"40";"";"30";"";"28";"12";"2017"
"351515";"SP";"Engenheiro Coelho";"30";"";"232";"";"223";"12";"2017"
"351518";"SP";"Espírito Santo do Pinhal";"454";"";"390";"";"417";"12";"2017"
"351519";"SP";"Espírito Santo do Turvo";"51";"";"60";"";"63";"12";"2017"
"355730";"SP";"Estiva Gerbi";"146";"";"140";"";"142";"12";"2017"
"351520";"SP";"Estrela d'Oeste";"163";"";"132";"";"155";"12";"2017"
"351530";"SP";"Estrela do Norte";"3";"";"2";"";"10";"12";"2017"
"351535";"SP";"Euclides da Cunha Paulista";"62";"";"98";"";"77";"12";"2017"
"351540";"SP";"Fartura";"173";"";"189";"";"183";"12";"2017"
"351550";"SP";"Fernandópolis";"837";"";"711";"";"754";"12";"2017"
"351560";"SP";"Fernando Prestes";"52";"";"54";"";"57";"12";"2017"
"351565";"SP";"Fernão";"17";"";"23";"";"18";"12";"2017"
"351570";"SP";"Ferraz de Vasconcelos";"3070";"";"2716";"";"3142";"12";"2017"
"351580";"SP";"Flora Rica";"52";"";"22";"";"30";"12";"2017"
"351590";"SP";"Floreal";"5";"";"29";"";"26";"12";"2017"
"351600";"SP";"Flórida Paulista";"118";"";"91";"";"103";"12";"2017"
"351610";"SP";"Florínia";"10";"";"62";"";"32";"12";"2017"
"351620";"SP";"Franca";"1327";"";"1164";"";"1245";"12";"2017"
"351630";"SP";"Francisco Morato";"2268";"";"2310";"";"2425";"12";"2017"
"351640";"SP";"Franco da Rocha";"1019";"";"1759";"";"1855";"12";"2017"
"351650";"SP";"Gabriel Monteiro";"27";"";"30";"";"28";"12";"2017"
"351660";"SP";"Gália";"72";"";"76";"";"77";"12";"2017"
"351670";"SP";"Garça";"498";"";"465";"";"485";"12";"2017"
"351680";"SP";"Gastão Vidigal";"30";"";"47";"";"50";"12";"2017"
"351685";"SP";"Gavião Peixoto";"3";"";"96";"";"103";"12";"2017"
"351690";"SP";"General Salgado";"77";"";"124";"";"115";"12";"2017"
"351700";"SP";"Getulina";"93";"";"83";"";"95";"12";"2017"
"351710";"SP";"Glicério";"50";"";"24";"";"38";"12";"2017"
"351720";"SP";"Guaiçara";"164";"";"150";"";"151";"12";"2017"
"351730";"SP";"Guaimbê";"87";"";"82";"";"94";"12";"2017"
"351740";"SP";"Guaíra";"430";"";"420";"";"447";"12";"2017"
"351750";"SP";"Guapiaçu";"3";"";"62";"";"58";"12";"2017"
"351760";"SP";"Guapiara";"256";"";"232";"";"253";"12";"2017"
"351770";"SP";"Guará";"211";"";"228";"";"217";"12";"2017"
"351780";"SP";"Guaraçaí";"78";"";"60";"";"68";"12";"2017"
"351790";"SP";"Guaraci";"88";"";"105";"";"114";"12";"2017"
"351800";"SP";"Guarani d'Oeste";"31";"";"40";"";"35";"12";"2017"
"351810";"SP";"Guarantã";"88";"";"59";"";"69";"12";"2017"
"351820";"SP";"Guararapes";"743";"";"723";"";"727";"12";"2017"
"351830";"SP";"Guararema";"348";"";"373";"";"376";"12";"2017"
"351840";"SP";"Guaratinguetá";"1373";"";"807";"";"834";"12";"2017"
"351850";"SP";"Guareí";"8";"";"186";"";"171";"12";"2017"
"351860";"SP";"Guariba";"260";"";"171";"";"208";"12";"2017"
"351870";"SP";"Guarujá";"4998";"";"2932";"";"2903";"12";"2017"
"351880";"SP";"Guarulhos";"21046";"";"17892";"";"18010";"12";"2017"
"351885";"SP";"Guatapará";"93";"";"63";"";"53";"12";"2017"
"351890";"SP";"Guzolândia";"56";"";"59";"";"56";"12";"2017"
"351900";"SP";"Herculândia";"115";"";"91";"";"89";"12";"2017"
"351905";"SP";"Holambra";"223";"";"220";"";"212";"12";"2017"
"351907";"SP";"Hortolândia";"3359";"";"2869";"";"2669";"12";"2017"
"351910";"SP";"Iacanga";"125";"";"117";"";"121";"12";"2017"
"351920";"SP";"Iacri";"56";"";"48";"";"47";"12";"2017"
"351925";"SP";"Iaras";"24";"";"79";"";"76";"12";"2017"
"351930";"SP";"Ibaté";"196";"";"421";"";"455";"12";"2017"
"351940";"SP";"Ibirá";"15";"";"154";"";"141";"12";"2017"
"351950";"SP";"Ibirarema";"80";"";"70";"";"78";"12";"2017"
"351960";"SP";"Ibitinga";"40";"";"68";"";"76";"12";"2017"
"351970";"SP";"Ibiúna";"1328";"";"1095";"";"1062";"12";"2017"
"351980";"SP";"Icém";"7";"";"64";"";"74";"12";"2017"
"351990";"SP";"Iepê";"105";"";"78";"";"83";"12";"2017"
"352000";"SP";"Igaraçu do Tietê";"297";"";"246";"";"260";"12";"2017"
"352010";"SP";"Igarapava";"438";"";"411";"";"374";"12";"2017"
"352020";"SP";"Igaratá";"109";"";"144";"";"120";"12";"2017"
"352030";"SP";"Iguape";"198";"";"486";"";"478";"12";"2017"
"352040";"SP";"Ilhabela";"463";"";"367";"";"411";"12";"2017"
"352042";"SP";"Ilha Comprida";"85";"";"141";"";"130";"12";"2017"
"352044";"SP";"Ilha Solteira";"93";"";"67";"";"71";"12";"2017"
"352050";"SP";"Indaiatuba";"2923";"";"2474";"";"2455";"12";"2017"
"352060";"SP";"Indiana";"58";"";"59";"";"51";"12";"2017"
"352070";"SP";"Indiaporã";"37";"";"50";"";"44";"12";"2017"
"352080";"SP";"Inúbia Paulista";"23";"";"37";"";"35";"12";"2017"
"352090";"SP";"Ipaussu";"141";"";"150";"";"176";"12";"2017"
"352100";"SP";"Iperó";"94";"";"310";"";"338";"12";"2017"
"352110";"SP";"Ipeúna";"";"";"54";"";"59";"12";"2017"
"352115";"SP";"Ipiguá";"7";"";"48";"";"56";"12";"2017"
"352120";"SP";"Iporanga";"24";"";"58";"";"55";"12";"2017"
"352130";"SP";"Ipuã";"247";"";"327";"";"262";"12";"2017"
"352140";"SP";"Iracemápolis";"16";"";"225";"";"244";"12";"2017"
"352150";"SP";"Irapuã";"15";"";"84";"";"76";"12";"2017"
"352160";"SP";"Irapuru";"103";"";"113";"";"118";"12";"2017"
"352170";"SP";"Itaberá";"42";"";"209";"";"209";"12";"2017"
"352180";"SP";"Itaí";"278";"";"327";"";"324";"12";"2017"
"352190";"SP";"Itajobi";"23";"";"159";"";"171";"12";"2017"
"352200";"SP";"Itaju";"8";"";"17";"";"18";"12";"2017"
"352210";"SP";"Itanhaém";"2690";"";"1194";"";"1242";"12";"2017"
"352215";"SP";"Itaóca";"20";"";"37";"";"39";"12";"2017"
"352220";"SP";"Itapecerica da Serra";"4327";"";"3126";"";"3353";"12";"2017"
"352230";"SP";"Itapetininga";"3371";"";"1817";"";"1926";"12";"2017"
"352240";"SP";"Itapeva";"2668";"";"1261";"";"1282";"12";"2017"
"352250";"SP";"Itapevi";"6078";"";"3876";"";"4030";"12";"2017"
"352260";"SP";"Itapira";"1112";"";"673";"";"673";"12";"2017"
"352265";"SP";"Itapirapuã Paulista";"78";"";"86";"";"109";"12";"2017"
"352270";"SP";"Itápolis";"410";"";"421";"";"425";"12";"2017"
"352280";"SP";"Itaporanga";"157";"";"169";"";"172";"12";"2017"
"352290";"SP";"Itapuí";"180";"";"169";"";"175";"12";"2017"
"352300";"SP";"Itapura";"69";"";"67";"";"78";"12";"2017"
"352310";"SP";"Itaquaquecetuba";"3320";"";"4521";"";"4329";"12";"2017"
"352320";"SP";"Itararé";"667";"";"579";"";"588";"12";"2017"
"352330";"SP";"Itariri";"28";"";"222";"";"260";"12";"2017"
"352340";"SP";"Itatiba";"1424";"";"1339";"";"1317";"12";"2017"
"352350";"SP";"Itatinga";"339";"";"300";"";"328";"12";"2017"
"352360";"SP";"Itirapina";"141";"";"158";"";"164";"12";"2017"
"352370";"SP";"Itirapuã";"91";"";"69";"";"78";"12";"2017"
"352380";"SP";"Itobi";"104";"";"88";"";"88";"12";"2017"
"352390";"SP";"Itu";"545";"";"1825";"";"1570";"12";"2017"
"352400";"SP";"Itupeva";"831";"";"751";"";"782";"12";"2017"
"352410";"SP";"Ituverava";"894";"";"521";"";"597";"12";"2017"
"352420";"SP";"Jaborandi";"39";"";"61";"";"57";"12";"2017"
"352430";"SP";"Jaboticabal";"370";"";"389";"";"419";"12";"2017"
"352440";"SP";"Jacareí";"3677";"";"498";"";"896";"12";"2017"
"352450";"SP";"Jaci";"45";"";"87";"";"86";"12";"2017"
"352460";"SP";"Jacupiranga";"136";"";"257";"";"249";"12";"2017"
"352470";"SP";"Jaguariúna";"645";"";"662";"";"668";"12";"2017"
"352480";"SP";"Jales";"947";"";"772";"";"805";"12";"2017"
"352490";"SP";"Jambeiro";"";"";"3";"";"3";"12";"2017"
"352500";"SP";"Jandira";"702";"";"1431";"";"1501";"12";"2017"
"352510";"SP";"Jardinópolis";"625";"";"566";"";"575";"12";"2017"
"352520";"SP";"Jarinu";"291";"";"283";"";"274";"12";"2017"
"352530";"SP";"Jaú";"1789";"";"1420";"";"1556";"12";"2017"
"352540";"SP";"Jeriquara";"45";"";"60";"";"50";"12";"2017"
"352550";"SP";"Joanópolis";"52";"";"137";"";"144";"12";"2017"
"352560";"SP";"João Ramalho";"121";"";"110";"";"141";"12";"2017"
"352570";"SP";"José Bonifácio";"528";"";"402";"";"409";"12";"2017"
"352580";"SP";"Júlio Mesquita";"60";"";"62";"";"54";"12";"2017"
"352585";"SP";"Jumirim";"46";"";"52";"";"47";"12";"2017"
"352590";"SP";"Jundiaí";"5783";"";"5080";"";"5019";"12";"2017"
"352600";"SP";"Junqueirópolis";"235";"";"222";"";"228";"12";"2017"
"352610";"SP";"Juquiá";"281";"";"279";"";"289";"12";"2017"
"352620";"SP";"Juquitiba";"164";"";"287";"";"326";"12";"2017"
"352630";"SP";"Lagoinha";"45";"";"36";"";"49";"12";"2017"
"352640";"SP";"Laranjal Paulista";"318";"";"313";"";"272";"12";"2017"
"352650";"SP";"Lavínia";"63";"";"72";"";"67";"12";"2017"
"352660";"SP";"Lavrinhas";"22";"";"4";"";"8";"12";"2017"
"352670";"SP";"Leme";"1008";"";"1086";"";"1133";"12";"2017"
"352680";"SP";"Lençóis Paulista";"752";"";"736";"";"731";"12";"2017"
"352690";"SP";"Limeira";"5070";"";"2557";"";"2701";"12";"2017"
"352700";"SP";"Lindóia";"79";"";"75";"";"75";"12";"2017"
"352710";"SP";"Lins";"858";"";"744";"";"751";"12";"2017"
"352720";"SP";"Lorena";"2203";"";"922";"";"993";"12";"2017"
"352725";"SP";"Lourdes";"27";"";"46";"";"26";"12";"2017"
"352730";"SP";"Louveira";"784";"";"730";"";"740";"12";"2017"
"352740";"SP";"Lucélia";"54";"";"166";"";"127";"12";"2017"
"352750";"SP";"Lucianópolis";"23";"";"31";"";"36";"12";"2017"
"352760";"SP";"Luís Antônio";"182";"";"143";"";"164";"12";"2017"
"352770";"SP";"Luiziânia";"126";"";"129";"";"139";"12";"2017"
"352780";"SP";"Lupércio";"70";"";"53";"";"58";"12";"2017"
"352790";"SP";"Lutécia";"15";"";"21";"";"19";"12";"2017"
"352800";"SP";"Macatuba";"91";"";"117";"";"97";"12";"2017"
"352810";"SP";"Macaubal";"70";"";"75";"";"79";"12";"2017"
"352820";"SP";"Macedônia";"17";"";"41";"";"46";"12";"2017"
"352830";"SP";"Magda";"13";"";"32";"";"41";"12";"2017"
"352840";"SP";"Mairinque";"442";"";"617";"";"617";"12";"2017"
"352850";"SP";"Mairiporã";"122";"";"490";"";"476";"12";"2017"
"352860";"SP";"Manduri";"118";"";"109";"";"126";"12";"2017"
"352870";"SP";"Marabá Paulista";"63";"";"55";"";"57";"12";"2017"
"352880";"SP";"Maracaí";"117";"";"137";"";"149";"12";"2017"
"352885";"SP";"Marapoama";"3";"";"30";"";"36";"12";"2017"
"352890";"SP";"Mariápolis";"26";"";"36";"";"34";"12";"2017"
"352900";"SP";"Marília";"2954";"";"2489";"";"2532";"12";"2017"
"352910";"SP";"Marinópolis";"11";"";"6";"";"9";"12";"2017"
"352920";"SP";"Martinópolis";"279";"";"276";"";"270";"12";"2017"
"352930";"SP";"Matão";"1217";"";"827";"";"677";"12";"2017"
"352940";"SP";"Mauá";"6855";"";"5093";"";"5245";"12";"2017"
"352950";"SP";"Mendonça";"3";"";"85";"";"87";"12";"2017"
"352960";"SP";"Meridiano";"37";"";"49";"";"56";"12";"2017"
"352965";"SP";"Mesópolis";"31";"";"26";"";"28";"12";"2017"
"352970";"SP";"Miguelópolis";"364";"";"235";"";"264";"12";"2017"
"352980";"SP";"Mineiros do Tietê";"135";"";"124";"";"128";"12";"2017"
"352990";"SP";"Miracatu";"269";"";"297";"";"292";"12";"2017"
"353000";"SP";"Mira Estrela";"27";"";"36";"";"34";"12";"2017"
"353010";"SP";"Mirandópolis";"256";"";"208";"";"222";"12";"2017"
"353020";"SP";"Mirante do Paranapanema";"177";"";"167";"";"152";"12";"2017"
"353030";"SP";"Mirassol";"392";"";"543";"";"537";"12";"2017"
"353040";"SP";"Mirassolândia";"2";"";"58";"";"63";"12";"2017"
"353050";"SP";"Mococa";"1104";"";"719";"";"750";"12";"2017"
"353060";"SP";"Mogi das Cruzes";"7422";"";"5522";"";"5496";"12";"2017"
"353070";"SP";"Mogi Guaçu";"1773";"";"1666";"";"1640";"12";"2017"
"353080";"SP";"Mogi Mirim";"959";"";"976";"";"970";"12";"2017"
"353090";"SP";"Mombuca";"5";"";"60";"";"71";"12";"2017"
"353100";"SP";"Monções";"11";"";"34";"";"31";"12";"2017"
"353110";"SP";"Mongaguá";"54";"";"578";"";"546";"12";"2017"
"353120";"SP";"Monte Alegre do Sul";"86";"";"77";"";"70";"12";"2017"
"353130";"SP";"Monte Alto";"498";"";"416";"";"431";"12";"2017"
"353140";"SP";"Monte Aprazível";"41";"";"212";"";"203";"12";"2017"
"353150";"SP";"Monte Azul Paulista";"246";"";"181";"";"183";"12";"2017"
"353160";"SP";"Monte Castelo";"41";"";"40";"";"40";"12";"2017"
"353170";"SP";"Monteiro Lobato";"";"";"";"";"";"12";"2017"
"353180";"SP";"Monte Mor";"952";"";"769";"";"829";"12";"2017"
"353190";"SP";"Morro Agudo";"391";"";"383";"";"443";"12";"2017"
"353200";"SP";"Morungaba";"204";"";"142";"";"162";"12";"2017"
"353205";"SP";"Motuca";"2";"";"20";"";"21";"12";"2017"
"353210";"SP";"Murutinga do Sul";"49";"";"31";"";"29";"12";"2017"
"353215";"SP";"Nantes";"45";"";"51";"";"55";"12";"2017"
"353220";"SP";"Narandiba";"58";"";"72";"";"69";"12";"2017"
"353230";"SP";"Natividade da Serra";"53";"";"71";"";"73";"12";"2017"
"353240";"SP";"Nazaré Paulista";"223";"";"193";"";"175";"12";"2017"
"353250";"SP";"Neves Paulista";"73";"";"70";"";"91";"12";"2017"
"353260";"SP";"Nhandeara";"43";"";"80";"";"81";"12";"2017"
"353270";"SP";"Nipoã";"53";"";"82";"";"79";"12";"2017"
"353280";"SP";"Nova Aliança";"2";"";"71";"";"76";"12";"2017"
"353282";"SP";"Nova Campina";"17";"";"66";"";"82";"12";"2017"
"353284";"SP";"Nova Canaã Paulista";"15";"";"30";"";"31";"12";"2017"
"353286";"SP";"Nova Castilho";"7";"";"7";"";"11";"12";"2017"
"353290";"SP";"Nova Europa";"126";"";"104";"";"113";"12";"2017"
"353300";"SP";"Nova Granada";"12";"";"262";"";"307";"12";"2017"
"353310";"SP";"Nova Guataporanga";"5";"";"5";"";"8";"12";"2017"
"353320";"SP";"Nova Independência";"115";"";"104";"";"107";"12";"2017"
"353325";"SP";"Novais";"14";"";"59";"";"51";"12";"2017"
"353330";"SP";"Nova Luzitânia";"36";"";"33";"";"32";"12";"2017"
"353340";"SP";"Nova Odessa";"352";"";"571";"";"561";"12";"2017"
"353350";"SP";"Novo Horizonte";"103";"";"225";"";"231";"12";"2017"
"353360";"SP";"Nuporanga";"74";"";"63";"";"76";"12";"2017"
"353370";"SP";"Ocauçu";"69";"";"78";"";"79";"12";"2017"
"353380";"SP";"Óleo";"13";"";"38";"";"39";"12";"2017"
"353390";"SP";"Olímpia";"542";"";"568";"";"581";"12";"2017"
"353400";"SP";"Onda Verde";"1";"";"68";"";"61";"12";"2017"
"353410";"SP";"Oriente";"57";"";"38";"";"50";"12";"2017"
"353420";"SP";"Orindiúva";"";"";"60";"";"79";"12";"2017"
"353430";"SP";"Orlândia";"481";"";"419";"";"397";"12";"2017"
"353440";"SP";"Osasco";"9161";"";"9378";"";"9471";"12";"2017"
"353450";"SP";"Oscar Bressane";"28";"";"28";"";"27";"12";"2017"
"353460";"SP";"Osvaldo Cruz";"300";"";"297";"";"282";"12";"2017"
"353470";"SP";"Ourinhos";"2103";"";"1215";"";"1235";"12";"2017"
"353475";"SP";"Ouroeste";"49";"";"47";"";"47";"12";"2017"
"353480";"SP";"Ouro Verde";"58";"";"52";"";"63";"12";"2017"
"353490";"SP";"Pacaembu";"86";"";"87";"";"87";"12";"2017"
"353500";"SP";"Palestina";"7";"";"113";"";"109";"12";"2017"
"353510";"SP";"Palmares Paulista";"44";"";"113";"";"125";"12";"2017"
"353520";"SP";"Palmeira d'Oeste";"82";"";"91";"";"82";"12";"2017"
"353530";"SP";"Palmital";"118";"";"79";"";"84";"12";"2017"
"353540";"SP";"Panorama";"175";"";"187";"";"204";"12";"2017"
"353550";"SP";"Paraguaçu Paulista";"702";"";"645";"";"647";"12";"2017"
"353560";"SP";"Paraibuna";"68";"";"140";"";"127";"12";"2017"
"353570";"SP";"Paraíso";"2";"";"60";"";"69";"12";"2017"
"353580";"SP";"Paranapanema";"267";"";"245";"";"267";"12";"2017"
"353590";"SP";"Paranapuã";"70";"";"67";"";"55";"12";"2017"
"353600";"SP";"Parapuã";"121";"";"111";"";"119";"12";"2017"
"353610";"SP";"Pardinho";"83";"";"107";"";"112";"12";"2017"
"353620";"SP";"Pariquera-Açu";"1633";"";"263";"";"255";"12";"2017"
"353625";"SP";"Parisi";"7";"";"37";"";"41";"12";"2017"
"353630";"SP";"Patrocínio Paulista";"155";"";"147";"";"137";"12";"2017"
"353640";"SP";"Paulicéia";"119";"";"124";"";"130";"12";"2017"
"353650";"SP";"Paulínia";"1350";"";"1336";"";"1409";"12";"2017"
"353657";"SP";"Paulistânia";"3";"";"31";"";"30";"12";"2017"
"353660";"SP";"Paulo de Faria";"13";"";"75";"";"69";"12";"2017"
"353670";"SP";"Pederneiras";"131";"";"270";"";"279";"12";"2017"
"353680";"SP";"Pedra Bela";"4";"";"57";"";"58";"12";"2017"
"353690";"SP";"Pedranópolis";"17";"";"36";"";"35";"12";"2017"
"353700";"SP";"Pedregulho";"236";"";"133";"";"139";"12";"2017"
"353710";"SP";"Pedreira";"505";"";"451";"";"469";"12";"2017"
"353715";"SP";"Pedrinhas Paulista";"10";"";"32";"";"26";"12";"2017"
"353720";"SP";"Pedro de Toledo";"24";"";"124";"";"112";"12";"2017"
"353730";"SP";"Penápolis";"687";"";"658";"";"667";"12";"2017"
"353740";"SP";"Pereira Barreto";"289";"";"345";"";"317";"12";"2017"
"353750";"SP";"Pereiras";"112";"";"127";"";"118";"12";"2017"
"353760";"SP";"Peruíbe";"62";"";"425";"";"597";"12";"2017"
"353770";"SP";"Piacatu";"89";"";"116";"";"106";"12";"2017"
"353780";"SP";"Piedade";"660";"";"687";"";"717";"12";"2017"
"353790";"SP";"Pilar do Sul";"289";"";"338";"";"344";"12";"2017"
"353800";"SP";"Pindamonhangaba";"2526";"";"1782";"";"1889";"12";"2017"
"353810";"SP";"Pindorama";"13";"";"138";"";"139";"12";"2017"
"353820";"SP";"Pinhalzinho";"17";"";"164";"";"179";"12";"2017"
"353830";"SP";"Piquerobi";"18";"";"28";"";"27";"12";"2017"
"353850";"SP";"Piquete";"21";"";"94";"";"107";"12";"2017"
"353860";"SP";"Piracaia";"86";"";"270";"";"257";"12";"2017"
"353870";"SP";"Piracicaba";"6266";"";"4792";"";"4850";"12";"2017"
"353880";"SP";"Piraju";"371";"";"334";"";"313";"12";"2017"
"353890";"SP";"Pirajuí";"123";"";"227";"";"247";"12";"2017"
"353900";"SP";"Pirangi";"68";"";"118";"";"120";"12";"2017"
"353910";"SP";"Pirapora do Bom Jesus";"84";"";"73";"";"83";"12";"2017"
"353920";"SP";"Pirapozinho";"419";"";"346";"";"332";"12";"2017"
"353930";"SP";"Pirassununga";"1148";"";"799";"";"827";"12";"2017"
"353940";"SP";"Piratininga";"147";"";"237";"";"280";"12";"2017"
"353950";"SP";"Pitangueiras";"456";"";"424";"";"448";"12";"2017"
