indicx,no_cidade
"142.10","Rio Doce"
"172.72","Riachinho"
"890.47","Ouro Fino"
"85.64","Papagaios"
"115.59","Perdões"
"107.64","Pitangui"
"118.36","Reduto"
"83.33","Passa Quatro"
"100.00","Passa-Vinte"
"118.91","Piraúba"
"151.35","Padre Carvalho"
"130.00","Pedra Dourada"
"158.33","Piedade do Rio Grande"
"70.00","Paiva"
"140.15","Piedade de Caratinga"
"86.24","Poço Fundo"
"82.92","Quartel Geral"
"94.11","Pirapetinga"
"94.49","Poços de Caldas"
"105.76","Alto Jequitibá"
"114.01","Periquito"
"107.48","Prata"
"96.72","Piedade de Ponte Nova"
"116.94","Pingo-d'Água"
"102.27","Recreio"
"95.72","Ouro Verde de Minas"
"90.69","Pavão"
"86.71","Rio Acima"
"94.18","Pouso Alegre"
"87.03","Pedralva"
"143.75","Piracema"
"98.42","Pará de Minas"
"157.14","Paulistas"
"66.66","Pedra do Anta"
"72.85","Pouso Alto"
"122.03","Pirajuba"
"104.81","Patos de Minas"
"110.90","Ponto Chique"
"105.75","Raposos"
"125.00","Pedra do Indaiá"
"93.00","Planura"
"117.50","Pimenta"
"110.52","Peçanha"
"98.21","Patrocínio do Muriaé"
"109.33","Patis"
"114.28","Paraguaçu"
"107.01","Raul Soares"
"120.87","Piranguinho"
"129.41","Rio Manso"
"93.93","Presidente Kubitschek"
"140.00","Passa Tempo"
"108.18","Pedro Leopoldo"
"100.83","Ouro Branco"
"126.92","Piau"
"100.90","Porto Firme"
"120.10","Resplendor"
"125.80","Prudente de Morais"
"150.00","Rio do Prado"
"138.82","Prados"
"112.90","Presidente Juscelino"
"95.72","Orizânia"
"115.65","Paraopeba"
"114.36","Passos"
"101.44","Presidente Olegário"
"100.36","Pirapora"
"229.54","Pocrane"
"101.08","Piumhi"
"91.34","Pedra Bonita"
"110.25","Pains"
"66.66","Passabém"
"167.04","Pintópolis"
"86.02","Piranga"
"104.44","Pequi"
"107.31","Rio Paranaíba"
"200.00","Queluzito"
"92.85","Pratápolis"
"110.60","Resende Costa"
"106.68","Padre Paraíso"
"141.17","Pequeri"
"98.16","Ouro Preto"
"215.38","Pedro Teixeira"
"92.81","Ponte Nova"
"103.38","Pescador"
"82.69","Pedrinópolis"
"122.05","Piranguçu"
"89.79","Paraisópolis"
"101.59","Patrocínio"
"110.35","Paracatu"
"125.12","Poté"
"130.90","Palma"
"86.48","Ribeirão Vermelho"
"101.69","Presidente Bernardes"
"152.63","Paineiras"
"145.67","Palmópolis"
"113.79","Ressaquinha"
"128.57","Piedade dos Gerais"
"150.00","Pratinha"
"102.60","Ribeirão das Neves"
"125.96","Perdigão"
"103.50","Ponto dos Volantes"
"120.27","Rio Novo"
"80.70","Rio Espera"
"106.91","Perdizes"
"89.30","Rio Casca"
"132.25","Pai Pedro"
"106.55","Pedra Azul"
"99.75","Pompéu"
"112.85","São Francisco"
"116.09","São Gotardo"
"115.09","Rosário da Limeira"
"650.00","Rio Vermelho"
"95.12","São José da Varginha"
"100.00","Santo Antônio do Itambé"
"111.11","Ritápolis"
"86.84","São Sebastião da Bela Vista"
"108.08","Santa Helena de Minas"
"116.66","Santa Fé de Minas"
"98.71","Sacramento"
"110.63","São Pedro da União"
"100.83","Santo Antônio do Monte"
"110.29","Sabinópolis"
"110.00","Santana do Deserto"
"117.14","Santa Bárbara do Leste"
"126.13","Santa Margarida"
"66.66","São Francisco de Paula"
"137.50","Santana do Manhuaçu"
"87.16","Santa Rita do Sapucaí"
"105.88","São Bento Abade"
"148.76","Santo Antônio do Jacinto"
"97.16","São Domingos das Dores"
"95.83","Santa Cruz do Escalvado"
"117.39","São Geraldo"
"156.00","Santa Maria do Salto"
"89.36","Santana do Jacaré"
"105.20","Santa Maria do Suaçuí"
"72.22","Santo Antônio do Rio Abaixo"
"104.54","São Geraldo do Baixio"
"93.10","São Pedro dos Ferros"
"78.40","São José do Jacuri"
"130.61","Rio Preto"
"96.43","Rio Pardo de Minas"
"156.25","Santana do Riacho"
"91.53","Santana do Paraíso"
"100.00","Santos Dumont"
"111.11","Santo Antônio do Grama"
"180.00","Santa Cruz de Minas"
"109.67","São João do Manteninha"
"134.04","Santa Bárbara do Tugúrio"
"115.95","Sabará"
"150.70","Salto da Divisa"
"84.10","São João do Manhuaçu"
"100.00","São Roque de Minas"
"88.03","Santo Antônio do Amparo"
"142.42","São José do Mantimento"
"121.31","São José da Safira"
"137.28","Santa Efigênia de Minas"
"88.66","São João del Rei"
"103.76","São João da Ponte"
"84.90","Santa Rita de Jacutinga"
"122.85","São Brás do Suaçuí"
"88.50","São José do Goiabal"
"152.94","São Sebastião da Vargem Alegre"
"102.60","Rodeiro"
"137.25","São Francisco do Glória"
"134.61","São João da Mata"
"107.50","Santa Rita de Caldas"
"128.67","São João das Missões"
"95.81","São Lourenço"
"115.49","Santana da Vargem"
"93.04","Rio Pomba"
"91.78","São Gonçalo do Abaeté"
"97.95","Santana de Cataguases"
"121.96","São Romão"
"74.41","Santa Bárbara do Monte Verde"
"85.60","São Gonçalo do Rio Abaixo"
"112.13","São Domingos do Prata"
"106.06","Santa Rita de Ibitipoca"
"87.12","São Gonçalo do Pará"
"68.57","Santana do Garambéu"
"92.10","Romaria"
"105.46","Santa Maria de Itabira"
"124.19","São João Batista do Glória"
"103.12","Santa Cruz de Salinas"
"108.44","Santa Juliana"
"98.19","São João do Oriente"
"93.51","Rubelita"
"101.77","São João Evangelista"
"101.53","Santa Luzia"
"157.77","São João do Pacuí"
"101.73","Santa Vitória"
"110.36","Salinas"
"106.83","São João do Paraíso"
"156.66","São Félix de Minas"
"132.43","Santana dos Montes"
"172.22","São José do Alegre"
"114.77","São João Nepomuceno"
"148.00","Rochedo de Minas"
"108.64","São José da Barra"
"126.31","São Sebastião do Anta"
"171.69","São Francisco de Sales"
"142.31","Santa Bárbara"
"148.31","Santo Antônio do Retiro"
"95.93","Rubim"
"141.17","Santo Hipólito"
"152.83","São José do Divino"
"129.26","São José da Lapa"
"200.00","São João da Lagoa"
"102.98","São Miguel do Anta"
"126.75","São Gonçalo do Sapucaí"
"108.69","Santa Rita de Minas"
"98.71","Santa Rita do Itueto"
"112.50","São Pedro do Suaçuí"
"153.44","Santana de Pirapama"
"146.29","São Geraldo da Piedade"
"120.28","Rio Piracicaba"
"113.55","São Joaquim de Bicas"
"105.26","Santa Rosa da Serra"
"100.00","Santo Antônio do Aventureiro"
"177.14","Turvolândia"
"147.54","Silvianópolis"
"100.22","Afonso Cláudio"
"134.78","Soledade de Minas"
"88.62","Ubaí"
"131.69","Verdelândia"
"113.70","Três Corações"
"127.27","São Sebastião do Rio Verde"
"114.28","Tarumirim"
"105.47","São Thomé das Letras"
"95.93","Urucânia"
"145.45","Tapira"
"113.63","Senador Firmino"
"121.13","Alfredo Chaves"
"205.14","Turmalina"
"150.00","Vermelho Novo"
"92.18","Senador Modestino Gonçalves"
"109.40","Alto Rio Novo"
"212.50","Tapiraí"
"175.00","Seritinga"
"92.45","São Tomás de Aquino"
"114.08","Anchieta"
"101.75","Visconde do Rio Branco"
"100.00","Tombos"
"124.90","Vespasiano"
"154.44","São Tiago"
"146.48","Boa Esperança"
"87.67","Vazante"
"100.00","Serra da Saudade"
"89.47","Umburatiba"
"98.83","Senador Amaral"
"92.42","Senhora de Oliveira"
"116.21","Atilio Vivacqua"
"97.04","Uberlândia"
"100.51","Alegre"
"102.30","Baixo Guandu"
"107.00","Timóteo"
"93.97","Apiacá"
"147.61","Mathias Lobato"
"97.39","Três Marias"
"100.00","São Sebastião do Rio Preto"
"103.24","Setubinha"
"148.00","Tumiritinga"
"111.26","Tiros"
"155.17","Toledo"
"215.49","Sericita"
"97.16","Varjão de Minas"
"105.71","Simonésia"
"141.66","Senador José Bento"
"82.35","Volta Grande"
"120.00","São Sebastião do Oeste"
"140.32","Vargem Alegre"
"200.00","Silveirânia"
"85.71","Serrania"
"101.79","Virgem da Lapa"
"155.31","União de Minas"
"116.00","São Sebastião do Paraíso"
"108.88","Virginópolis"
"71.87","Vargem Bonita"
"115.21","Senhora do Porto"
"130.00","Sem-Peixe"
"98.19","Três Pontas"
"103.44","Serranos"
"115.29","Sapucaí-Mirim"
"168.96","Taparuba"
"111.47","Vargem Grande do Rio Pardo"
"89.78","Unaí"
"90.79","Barra de São Francisco"
"95.01","Várzea da Palma"
"106.76","Serra do Salitre"
"100.53","Tocantins"
"95.23","Água Doce do Norte"
"89.38","Serro"
"111.42","São Vicente de Minas"
"114.28","Tocos do Moji"
"113.51","Vieiras"
"105.75","Uberaba"
"92.68","Veríssimo"
"85.89","Serranópolis de Minas"
"128.08","Virgínia"
"78.94","São Sebastião do Maranhão"
"106.32","Tiradentes"
"96.00","Teixeiras"
"72.54","Tabuleiro"
"107.60","Taiobeiras"
"94.49","Viçosa"
"117.93","Cachoeiro de Itapemirim"
"117.91","Sarzedo"
"89.42","Teófilo Otoni"
"94.82","Ubaporanga"
"145.71","Uruana de Minas"
"86.01","Urucuia"
"107.36","Senhora dos Remédios"
"121.87","Serra Azul de Minas"
"185.05","Bom Jesus do Norte"
"97.43","Águia Branca"
"123.80","Virgolândia"
"110.40","Ubá"
"137.44","Varzelândia"
"97.45","Sete Lagoas"
"256.00","Simão Pereira"
"173.23","Sardoá"
"52.77","Wenceslau Braz"
"98.75","Varginha"
"114.40","Aracruz"
"159.09","Senador Cortes"
"89.18","Sobrália"
"146.66","Veredinha"
"112.82","Taquaraçu de Minas"
"86.23","Serra dos Aimorés"
"109.09","Brejetuba"
"111.45","Tupaciguara"
"86.56","Macuco"
"120.55","Ibatiba"
"119.73","Sooretama"
"105.67","Duas Barras"
"99.80","Viana"
"117.98","Jerônimo Monteiro"
"136.43","Presidente Kennedy"
"97.41","Barra Mansa"
"91.40","Angra dos Reis"
"101.48","São Mateus"
"118.18","Iconha"
"90.40","Miracema"
"122.72","Areal"
"91.24","Governador Lindenberg"
"116.91","Cantagalo"
"96.39","João Neiva"
"124.51","Pinheiros"
"97.25","Colatina"
"125.81","Campos dos Goytacazes"
"113.94","Araruama"
"128.65","Bom Jesus do Itabapoana"
"112.82","Iúna"
"124.67","Ibitirama"
"117.90","Itaboraí"
"112.45","Guarapari"
"146.55","Casimiro de Abreu"
"83.33","Divino de São Lourenço"
"88.06","Niterói"
"103.80","Mendes"
"124.65","Conceição de Macabu"
"101.03","Mantenópolis"
"103.96","Jaguaré"
"131.11","Comendador Levy Gasparian"
"91.04","Mucurici"
"130.00","Santa Leopoldina"
"120.76","Fundão"
"103.96","Cardoso Moreira"
"108.58","Mimoso do Sul"
"112.44","Domingos Martins"
"129.03","Mangaratiba"
"94.43","Nova Venécia"
"110.81","Conceição do Castelo"
"91.45","Carmo"
"111.18","São José do Calçado"
"96.03","Itatiaia"
"138.34","Irupi"
"119.64","Piúma"
"105.92","São Gabriel da Palha"
"103.21","Pedro Canário"
"103.37","Nilópolis"
"102.65","Itaocara"
"150.00","Rio Novo do Sul"
"99.50","Macaé"
"121.00","Magé"
"106.25","Itarana"
"138.94","Ponto Belo"
"113.68","Vargem Alta"
"90.25","Duque de Caxias"
"130.30","São Roque do Canaã"
"112.54","Linhares"
"96.43","Vila Velha"
"109.39","Ecoporanga"
"125.54","Santa Maria de Jetibá"
"131.34","Ibiraçu"
"95.67","Japeri"
"91.53","Armação dos Búzios"
"98.75","Muniz Freire"
"105.90","Pancas"
"129.62","Laje do Muriaé"
"96.29","São Domingos do Norte"
"88.57","Natividade"
"154.65","Dores do Rio Preto"
"107.40","Castelo"
"101.70","Cordeiro"
"89.09","Maricá"
"97.58","Marilândia"
"102.88","Laranja da Terra"
"324.18","Cambuci"
"92.40","Italva"
"79.67","Guapimirim"
"104.12","Marechal Floriano"
"126.01","Itaguaçu"
"106.17","Vila Valério"
"139.25","Carapebus"
"104.08","Itaguaí"
"104.89","Conceição da Barra"
"105.14","Santa Teresa"
"125.22","Engenheiro Paulo de Frontin"
"92.91","Barra do Piraí"
"144.56","Vila Pavão"
"99.73","Belford Roxo"
"107.32","Venda Nova do Imigrante"
"99.32","Serra"
"83.62","Itaperuna"
"103.40","Guaçuí"
"120.18","Itapemirim"
"114.28","Vitória"
"144.84","Iguaba Grande"
"95.47","Cariacica"
"104.59","Miguel Pereira"
"86.80","Cabo Frio"
"85.40","Muqui"
"100.21","Marataízes"
"101.99","Nova Friburgo"
"126.29","Rio Bananal"
"101.80","Arraial do Cabo"
"119.78","Aperibé"
"93.33","Bom Jardim"
"97.80","Cachoeiras de Macacu"
"110.68","Montanha"
"100.65","Mesquita"
"120.51","Pinheiral"
"106.56","Auriflama"
"107.02","Três Rios"
"96.07","Alvinlândia"
"70.68","Barão de Antonina"
"95.72","Adamantina"
"104.14","São Fidélis"
"79.16","Bady Bassitt"
"91.59","Santo Antônio de Pádua"
"124.24","Alfredo Marcondes"
"104.34","Avaí"
"105.92","Apiaí"
"100.58","Aparecida"
"161.03","São João da Barra"
"87.41","São Gonçalo"
"107.40","Aramina"
"108.96","Paraíba do Sul"
"113.81","Andradina"
"103.06","Bauru"
"80.34","Angatuba"
"87.86","Rio das Ostras"
"94.14","Assis"
"130.75","São Francisco de Itabapoana"
"97.28","São João de Meriti"
"87.03","Alto Alegre"
"97.53","Barrinha"
"104.42","Seropédica"
"123.42","Artur Nogueira"
"122.53","Areiópolis"
"92.69","Valença"
"121.93","Araçariguama"
"106.01","Americana"
"131.52","Porciúncula"
"64.58","Bananal"
"87.50","Bastos"
"180.70","Águas de Santa Bárbara"
"99.10","Amparo"
"106.02","Arealva"
"97.20","Barra Bonita"
"114.52","Agudos"
"103.57","Analândia"
"136.66","Arapeí"
"90.80","Águas da Prata"
"160.00","Álvares Florence"
"99.13","Barra do Turvo"
"116.59","Águas de Lindóia"
"87.35","Bálsamo"
"118.95","Araçatuba"
"76.92","Alambari"
"128.24","Sapucaia"
"95.83","Aspásia"
"98.91","Avaré"
"121.91","Anhembi"
"96.61","Américo de Campos"
"106.44","Araçoiaba da Serra"
"116.87","Atibaia"
"97.76","Araraquara"
"82.88","Ariranha"
"97.85","Paracambi"
"103.70","Altinópolis"
"155.06","Silva Jardim"
"65.92","Sumidouro"
"100.00","Adolfo"
"79.41","São José de Ubá"
"110.81","Álvares Machado"
"95.08","Rio de Janeiro"
"105.88","Arco-Íris"
"115.09","Areias"
"105.54","Paty do Alferes"
"115.11","Quissamã"
"96.85","Barretos"
"111.11","Álvaro de Carvalho"
"102.64","Vassouras"
"89.71","Quatis"
"101.19","Varre-Sai"
"95.28","Santa Maria Madalena"
"94.33","Barueri"
"108.46","Bariri"
"101.19","Piraí"
"88.75","Teresópolis"
"100.00","Aparecida d'Oeste"
"104.23","Resende"
"98.43","Porto Real"
"96.29","Arandu"
"85.50","Alumínio"
"117.02","Altair"
"103.47","Rio das Flores"
"124.01","Tanguá"
"112.69","Arujá"
"87.10","São José do Vale do Rio Preto"
"110.27","Paraty"
"101.01","Rio Claro"
"95.19","Batatais"
"91.46","Petrópolis"
"125.82","Saquarema"
"98.06","Aguaí"
"143.05","Barra do Chapéu"
"112.35","Barbosa"
"145.45","Balbinos"
"101.17","Rio Bonito"
"92.72","Nova Iguaçu"
"105.66","Trajano de Moraes"
"82.24","Queimados"
"115.43","Avanhandava"
"126.82","Anhumas"
"116.19","São Sebastião do Alto"
"99.56","Volta Redonda"
"61.53","Águas de São Pedro"
"95.43","Américo Brasiliense"
"96.20","Araras"
"106.69","São Pedro da Aldeia"
"99.13","Clementina"
"99.48","Cajamar"
"90.28","Campinas"
"126.25","Cubatão"
"114.31","Cerquilho"
"96.70","Cristais Paulista"
"124.85","Bertioga"
"116.24","Brotas"
"105.81","Dumont"
"105.05","Cananéia"
"95.26","Caçapava"
"88.17","Catiguá"
"100.90","Cajobi"
"107.98","Campos do Jordão"
"110.56","Cosmópolis"
"100.00","Colômbia"
"94.29","Catanduva"
"93.08","Eldorado"
"67.90","Braúna"
"103.31","Cruzeiro"
"122.55","Capivari"
"106.50","Cerqueira César"
"88.05","Bom Sucesso de Itararé"
"104.07","Bebedouro"
"144.18","Coroados"
"178.84","Cosmorama"
"100.00","Boa Esperança do Sul"
"106.76","Divinolândia"
"100.00","Capão Bonito"
"110.25","Charqueada"
"97.14","Coronel Macedo"
"161.90","Cássia dos Coqueiros"
"93.75","Emilianópolis"
"192.72","Bilac"
"113.57","Dois Córregos"
"87.50","Campos Novos Paulista"
"122.00","Colina"
"145.65","Caiabu"
"92.66","Conchal"
"105.60","Embu das Artes"
"79.56","Dobrada"
"113.63","Cabrália Paulista"
"64.42","Dourado"
"104.63","Caieiras"
"180.00","Borebi"
"72.41","Cândido Rodrigues"
"112.82","Campina do Monte Alegre"
"136.50","Canas"
"86.29","Castilho"
"98.83","Caraguatatuba"
"92.42","Espírito Santo do Turvo"
"97.01","Descalvado"
"114.95","Biritiba-Mirim"
"98.55","Bragança Paulista"
"115.52","Cafelândia"
"106.01","Caconde"
"107.40","Campo Limpo Paulista"
"113.72","Buritizal"
"100.46","Diadema"
"122.05","Cedral"
"100.00","Embaúba"
"63.15","Dolcinópolis"
"99.23","Bofete"
"102.39","Boituva"
"92.01","Espírito Santo do Pinhal"
"84.86","Buritama"
"100.76","Bernardino de Campos"
"106.66","Casa Branca"
"83.33","Cruzália"
"105.19","Cesário Lange"
"81.41","Estrela d'Oeste"
"109.70","Cândido Mota"
"99.30","Euclides da Cunha Paulista"
"106.06","Dracena"
"122.31","Brodowski"
"100.90","Capela do Alto"
"55.55","Borá"
"134.21","Echaporã"
"90.58","Cajuru"
"114.06","Duartina"
"136.58","Caiuá"
"102.06","Cachoeira Paulista"
"103.76","Fartura"
"96.64","Carapicuíba"
"100.28","Buri"
"90.53","Conchas"
"159.52","Elias Fausto"
"108.57","Elisiário"
"91.22","Fernando Prestes"
"113.45","Embu-Guaçu"
"99.37","Cajati"
"87.70","Botucatu"
"159.25","Brejo Alegre"
"97.42","Cabreúva"
"114.28","Bento de Abreu"
"105.39","Cordeirópolis"
"105.32","Borborema"
"103.83","Cotia"
"114.06","Bocaina"
"106.09","Birigui"
"108.47","Fernandópolis"
"121.95","Cravinhos"
"107.75","Engenheiro Coelho"
"108.51","Bom Jesus dos Perdões"
"95.31","Boracéia"
"99.23","Cardoso"
"162.00","Canitar"
"101.21","Cunha"
"81.39","Estrela do Norte"
"126.53","Corumbataí"
"105.55","Dirce Reis"
"125.00","Irapuru"
"95.79","Ferraz de Vasconcelos"
"125.68","Ibiúna"
"254.54","Floreal"
"106.78","Itatiba"
"107.69","Gavião Peixoto"
"77.96","Ipiguá"
"100.00","Itapeva"
"96.62","Jales"
"95.85","Jaguariúna"
"102.17","Jeriquara"
"114.96","Ibirá"
"82.75","Gabriel Monteiro"
"69.76","Itaju"
"101.82","Franco da Rocha"
"125.77","Herculândia"
"110.83","Ituverava"
"88.43","Guará"
"200.00","Fernão"
"93.76","Jaú"
"144.82","Iporanga"
"97.82","Itararé"
"112.81","Igarapava"
"123.12","Itaí"
"118.97","Guareí"
"156.00","Igaratá"
"105.86","Itanhaém"
"114.53","Itupeva"
"97.89","Guapiara"
"112.78","Guaraci"
"92.08","Igaraçu do Tietê"
"103.63","Guariba"
"118.07","Iperó"
"115.25","Jaci"
"141.81","Indiana"
"96.93","Jaboticabal"
"75.86","Guarani d'Oeste"
"102.73","Iacri"
"110.98","Ipuã"
"104.44","Guarantã"
"172.72","Flora Rica"
"92.55","Jaborandi"
"97.57","Franca"
"100.99","Guatapará"
"119.31","Jacupiranga"
"106.34","Jambeiro"
"67.79","Glicério"
"77.00","Ipeúna"
"100.00","Guaíra"
"95.51","Itapira"
"116.39","Gastão Vidigal"
"101.84","Holambra"
"100.31","Itapevi"
"91.59","Icém"
"118.51","Itapura"
"99.18","Guarujá"
"112.49","Indaiatuba"
"112.65","Itapetininga"
"111.26","Itobi"
"103.08","Guaratinguetá"
"108.37","Guararapes"
"105.06","Iaras"
"110.64","Itápolis"
"96.42","Jacareí"
"93.71","Jardinópolis"
"110.47","Francisco Morato"
"105.95","Jandira"
"105.07","Ibaté"
"102.19","Guaraçaí"
"109.05","Iracemápolis"
"114.28","Florínia"
"87.17","Guaimbê"
"124.61","Guararema"
"100.40","Guarulhos"
"99.24","Itu"
"111.92","Itaporanga"
"91.79","Itaquaquecetuba"
"87.50","Itapirapuã Paulista"
"122.52","Ilha Comprida"
"105.00","Hortolândia"
"92.43","Itaberá"
"135.48","Itirapina"
"125.22","Getulina"
"94.23","Guapiaçu"
"118.06","Itapuí"
"82.35","João Ramalho"
"124.54","Iacanga"
"151.35","Indiaporã"
"100.81","General Salgado"
"115.78","Guaiçara"
"132.68","Jarinu"
"99.25","Ibitinga"
"106.60","Ilhabela"
"100.00","Iguape"
"88.15","Garça"
"86.51","Irapuã"
"121.05","Itirapuã"
"98.70","Gália"
"102.85","Itaóca"
"122.48","Flórida Paulista"
"106.59","Itatinga"
"97.02","Ibirarema"
"86.56","Guzolândia"
"109.72","Joanópolis"
"63.26","Inúbia Paulista"
"151.87","Itariri"
"106.66","Iepê"
"87.58","Itajobi"
"106.37","Itapecerica da Serra"
"95.83","Ilha Solteira"
"102.56","Ipaussu"
"74.35","Nova Aliança"
"120.04","Leme"
"123.07","Nantes"
"96.47","Nuporanga"
"116.16","Pacaembu"
"118.44","Palmital"
"90.59","Ouroeste"
"80.00","Marapoama"
"96.89","Jundiaí"
"131.25","Meridiano"
"118.75","Mirassolândia"
"101.31","Palmares Paulista"
"71.25","Macaubal"
"94.73","Marabá Paulista"
"105.35","Monte Azul Paulista"
"93.52","Miracatu"
"96.82","Mairiporã"
"104.16","Mira Estrela"
"79.86","Nova Granada"
"98.15","Limeira"
"113.80","Mongaguá"
"120.51","Mariápolis"
"96.49","Nova Campina"
"105.03","Mogi Guaçu"
"103.64","Laranjal Paulista"
"150.00","Nova Independência"
"124.35","Luís Antônio"
"152.63","Marinópolis"
"110.71","Lins"
"116.94","Orlândia"
"100.00","Monteiro Lobato"
"108.17","Maracaí"
"99.84","Nova Odessa"
"95.19","Marília"
"117.57","Mirante do Paranapanema"
"100.53","Mogi das Cruzes"
"109.09","Mendonça"
"81.55","Palmeira d'Oeste"
"93.68","Mirassol"
"163.41","Lagoinha"
"105.78","Ouro Verde"
"85.52","Natividade da Serra"
"111.53","Óleo"
"84.21","Monções"
"122.22","Lupércio"
"81.03","Onda Verde"
"100.00","Nova Luzitânia"
"70.54","Nhandeara"
"108.82","Lutécia"
"126.47","Murutinga do Sul"
"111.56","Monte Mor"
"93.79","Miguelópolis"
"126.59","Nazaré Paulista"
"95.90","José Bonifácio"
"97.35","Olímpia"
"108.80","Morungaba"
"98.78","Mairinque"
"85.24","Palestina"
"106.41","Lindóia"
"92.85","Luiziânia"
"112.67","Oriente"
"97.31","Novo Horizonte"
"89.47","Nova Canaã Paulista"
"101.21","Mineiros do Tietê"
"102.57","Osasco"
"98.64","Monte Alegre do Sul"
"109.72","Narandiba"
"101.57","Osvaldo Cruz"
"141.93","Orindiúva"
"88.93","Monte Aprazível"
"102.94","Magda"
"100.00","Motuca"
"90.00","Nova Guataporanga"
"121.78","Lavrinhas"
"101.67","Mauá"
"102.19","Junqueirópolis"
"56.41","Lucianópolis"
"103.30","Mogi Mirim"
"116.66","Oscar Bressane"
"111.67","Louveira"
"99.19","Lençóis Paulista"
"89.33","Neves Paulista"
"115.49","Novais"
"95.77","Júlio Mesquita"
"69.31","Nova Europa"
"124.27","Paraibuna"
"99.13","Ourinhos"
"93.54","Ocauçu"
"134.78","Lourdes"
"111.53","Mesópolis"
"92.98","Mombuca"
"125.71","Macedônia"
"113.10","Lucélia"
"98.59","Martinópolis"
"170.00","Nova Castilho"
"108.08","Manduri"
"116.77","Morro Agudo"
"81.91","Lorena"
"80.00","Nipoã"
"110.81","Monte Castelo"
"104.18","Monte Alto"
"107.04","Macatuba"
"98.37","Juquiá"
"97.51","Paraguaçu Paulista"
"104.78","Panorama"
"105.80","Mirandópolis"
"144.12","Juquitiba"
"248.00","Jumirim"
"94.51","Mococa"
"101.51","Lavínia"
"117.59","Matão"
"91.30","Santa Adélia"
"86.25","Poloni"
"108.45","Paraíso"
"97.66","Presidente Prudente"
"91.93","Presidente Alves"
"92.33","Rosana"
"106.00","Piquete"
"148.21","Planalto"
"113.04","Sales"
"122.50","Rafard"
"104.16","Regente Feijó"
"107.07","Pereiras"
"94.02","Ribeirão Corrente"
"96.46","Salto de Pirapora"
"91.86","Ribeirão Preto"
"123.61","Quintana"
"113.79","Rubinéia"
"106.14","Pedreira"
"108.88","Ribeirão Bonito"
"104.02","Poá"
"108.16","Pereira Barreto"
"120.00","Pinhalzinho"
"122.22","Salesópolis"
"86.14","Piracaia"
"92.00","Quatá"
"96.61","Salmourão"
"75.43","Ribeirão do Sul"
"80.34","Potirendaba"
"140.00","Pontes Gestal"
"121.25","Paranapanema"
"81.48","Parisi"
"80.95","Paulistânia"
"100.83","Pompéia"
"92.87","Porto Ferreira"
"86.25","Saltinho"
"107.96","Salto Grande"
"98.61","Pedra Bela"
"104.81","Pradópolis"
"114.28","Pracinha"
"100.17","Pederneiras"
"127.50","Paranapuã"
"96.90","Registro"
"116.72","Pirapozinho"
"113.31","Porto Feliz"
"87.07","Presidente Venceslau"
"99.12","Paulo de Faria"
"105.04","Piraju"
"100.82","Pirajuí"
"90.62","Rubiácea"
"98.91","Piracicaba"
"133.33","Paulicéia"
"92.91","Pedregulho"
"114.28","Pongaí"
"120.79","Presidente Bernardes"
"77.77","Pindorama"
"69.73","Piacatu"
"136.26","Parapuã"
"86.61","Riolândia"
"93.79","Rio das Pedras"
"135.00","Ribeirão dos Índios"
"85.50","Presidente Epitácio"
"102.70","Ribeirão Grande"
"171.42","Pirapora do Bom Jesus"
"102.70","Praia Grande"
"94.17","Peruíbe"
"96.49","Sandovalina"
"90.00","Rifaina"
"85.58","Rinópolis"
"100.85","Salto"
"88.46","Redenção da Serra"
"100.86","Restinga"
"82.10","Pontal"
"104.14","Pindamonhangaba"
"124.81","Piratininga"
"104.87","Riversul"
"92.00","Pardinho"
"76.44","Patrocínio Paulista"
"94.59","Ribeirão Pires"
"103.44","Sales Oliveira"
"85.13","Queluz"
"101.64","Promissão"
"112.06","Reginópolis"
"101.46","Ribeirão Branco"
"164.28","Porangaba"
"87.09","Pedro de Toledo"
"112.50","Sagres"
"115.27","Pratânia"
"113.88","Queiroz"
"100.00","Ribeira"
"104.12","Rio Claro"
"128.30","Pontalinda"
"107.57","Roseira"
"96.82","Populina"
"125.77","Pirangi"
"96.07","Platina"
"102.04","Pariquera-Açu"
"99.21","Rancharia"
"96.56","Pirassununga"
"76.92","Pedranópolis"
"107.04","Pilar do Sul"
"93.33","Quadra"
"110.15","Rio Grande da Serra"
"95.79","Paulínia"
"96.20","Rincão"
"114.83","Potim"
"93.05","Penápolis"
"99.45","Pitangueiras"
"103.84","Sabino"
"150.00","Piquerobi"
"97.71","Piedade"
"89.28","Pedrinhas Paulista"
"113.75","São Lourenço da Serra"
"104.02","São José dos Campos"
"118.54","Santa Cruz das Palmeiras"
"102.51","Sumaré"
"96.96","Sebastianópolis do Sul"
"125.00","Torre de Pedra"
"117.39","Sarutaiá"
"91.89","Santa Fé do Sul"
"112.50","Sarapuí"
"196.66","Santo Antônio do Aracanguá"
"108.00","Taciba"
"94.50","São Vicente"
"143.54","Santo Antônio da Alegria"
"140.74","Timburi"
"140.00","Turmalina"
"114.86","Suzano"
"110.48","Santa Isabel"
"99.24","Santa Lúcia"
"98.56","Santa Bárbara d'Oeste"
"94.48","São Joaquim da Barra"
"95.83","Tuiuti"
"100.00","Santa Clara d'Oeste"
"146.46","São Luís do Paraitinga"
"111.42","Santo Expedito"
"128.57","Santa Rita d'Oeste"
"118.05","Tambaú"
"91.46","Taquarivaí"
